name,nation,team,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,GA90,Save%,CS%,PK_Save%,PrgC,PrgP,PrgR,per90_Gls,per90_Ast,per90_xG,per90_xAG,SoT%,SoT/90,G/Sh,Dist,Pass_Cmp,Pass_Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP,SCA,SCA90,GCA,GCA90,Tkl,TklW,Challenges_Att,Challenges_Lost,Blocks,Blocks_SH,Blocks_Pass,Blocks_Int,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Take_Att,Take_Succ%,Take_Tkld%,Carries,Carries_ProDist,Carries_ProgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,REC,REC_PrgR,Fls,Fld,Off,Crs,OG,Recov,Aerial_Won,Aerial_Lost,Aerial_Won%
Bukayo Saka,ENG,Arsenal,"FW,MF",23.0,22.0,18.0,1539.0,5.0,10.0,3.0,0.0,6.3,6.8,N/a,N/a,N/a,N/a,82.0,62.0,233.0,0.35,0.58,0.37,0.4,34.5,1.17,0.09,15.5,488.0,75.2,7524.0,90.1,73.1,47.7,50.0,13.0,32.0,10.0,62.0,102.0,5.97,22.0,1.29,24.0,13.0,22.0,11.0,21.0,0.0,21.0,3.0,875.0,6.0,52.0,192.0,639.0,146.0,84.0,44.0,41.7,558.0,2133.0,82.0,28.0,45.0,29.0,38.0,635.0,233.0,14.0,38.0,5.0,110.0,0.0,65.0,8.0,19.0,29.6
Mohamed Salah,EGY,Liverpool,FW,32.0,35.0,35.0,3101.0,19.0,18.0,1.0,0.0,24.0,13.2,N/a,N/a,N/a,N/a,143.0,133.0,440.0,0.81,0.52,0.7,0.38,42.0,1.36,0.17,14.7,833.0,71.2,12448.0,83.6,70.3,59.6,82.0,49.0,86.0,14.0,133.0,157.0,4.56,26.0,0.75,20.0,11.0,16.0,9.0,11.0,0.0,11.0,7.0,1568.0,10.0,90.0,474.0,1023.0,327.0,125.0,44.0,52.0,1079.0,3375.0,143.0,54.0,115.0,109.0,63.0,1313.0,440.0,22.0,36.0,16.0,72.0,0.0,95.0,9.0,12.0,42.9
William Saliba,FRA,Arsenal,DF,24.0,33.0,33.0,2904.0,2.0,0.0,2.0,1.0,2.3,0.9,N/a,N/a,N/a,N/a,16.0,134.0,6.0,0.06,0.0,0.07,0.03,33.3,0.06,0.33,5.4,2320.0,94.2,39927.0,95.7,96.0,79.9,7.0,175.0,6.0,0.0,134.0,26.0,0.81,1.0,0.03,60.0,36.0,27.0,6.0,24.0,15.0,9.0,21.0,2717.0,178.0,1072.0,1519.0,141.0,18.0,19.0,63.2,31.6,1675.0,4013.0,16.0,17.0,1.0,18.0,7.0,2056.0,6.0,28.0,17.0,1.0,3.0,0.0,146.0,58.0,35.0,62.4
Jadon Sancho,ENG,Chelsea,FW,25.0,29.0,18.0,1687.0,3.0,4.0,2.0,0.0,2.2,3.6,N/a,N/a,N/a,N/a,98.0,87.0,218.0,0.16,0.21,0.12,0.19,33.3,0.43,0.13,15.1,631.0,82.5,8571.0,89.1,84.2,51.9,36.0,26.0,47.0,0.0,87.0,67.0,3.57,10.0,0.53,10.0,6.0,12.0,7.0,9.0,0.0,9.0,2.0,926.0,11.0,115.0,269.0,552.0,119.0,95.0,47.4,40.0,626.0,2374.0,98.0,33.0,56.0,29.0,21.0,726.0,218.0,6.0,11.0,6.0,23.0,0.0,97.0,5.0,10.0,33.3
Ibrahim Sangaré,CIV,Nott'ham Forest,MF,27.0,10.0,4.0,370.0,0.0,1.0,3.0,0.0,0.0,0.4,N/a,N/a,N/a,N/a,0.0,16.0,3.0,0.0,0.24,0.0,0.09,100.0,0.24,0.0,32.0,169.0,82.0,2544.0,90.5,85.5,55.6,4.0,18.0,2.0,0.0,16.0,6.0,1.46,0.0,0.0,19.0,11.0,12.0,8.0,8.0,3.0,5.0,3.0,261.0,14.0,65.0,158.0,40.0,7.0,1.0,0.0,100.0,101.0,137.0,0.0,2.0,0.0,4.0,1.0,146.0,3.0,11.0,5.0,0.0,0.0,0.0,29.0,6.0,9.0,40.0
Pablo Sarabia,ESP,Wolves,"MF,FW",32.0,21.0,6.0,716.0,3.0,2.0,3.0,0.0,2.9,1.6,N/a,N/a,N/a,N/a,12.0,51.0,52.0,0.38,0.25,0.36,0.2,47.1,1.01,0.18,18.9,260.0,70.1,4467.0,86.8,77.8,49.3,13.0,36.0,17.0,2.0,51.0,25.0,3.14,4.0,0.5,15.0,8.0,14.0,5.0,10.0,0.0,10.0,4.0,465.0,4.0,53.0,227.0,188.0,23.0,13.0,46.2,38.5,272.0,615.0,12.0,14.0,0.0,16.0,12.0,321.0,52.0,14.0,15.0,5.0,40.0,0.0,29.0,4.0,12.0,25.0
Ismaila Sarr,SEN,Crystal Palace,"MF,FW",27.0,35.0,27.0,2482.0,7.0,4.0,4.0,0.0,9.1,7.1,N/a,N/a,N/a,N/a,69.0,79.0,169.0,0.25,0.15,0.33,0.26,50.0,0.91,0.14,13.2,459.0,66.2,6835.0,74.0,71.0,46.8,39.0,27.0,39.0,9.0,79.0,101.0,3.66,10.0,0.36,21.0,10.0,23.0,16.0,24.0,8.0,16.0,9.0,1007.0,43.0,165.0,377.0,475.0,124.0,55.0,30.9,52.7,555.0,1930.0,69.0,42.0,26.0,64.0,42.0,684.0,169.0,13.0,54.0,11.0,55.0,0.0,103.0,32.0,46.0,41.0
Pape Matar Sarr,SEN,Tottenham,MF,22.0,33.0,19.0,1726.0,3.0,2.0,6.0,0.0,3.3,1.6,N/a,N/a,N/a,N/a,32.0,85.0,50.0,0.16,0.1,0.17,0.08,40.6,0.68,0.09,21.8,856.0,86.8,13113.0,90.7,90.0,73.3,15.0,85.0,11.0,2.0,85.0,42.0,2.19,6.0,0.31,44.0,32.0,23.0,12.0,23.0,9.0,14.0,26.0,1189.0,38.0,249.0,669.0,291.0,26.0,28.0,39.3,50.0,745.0,1843.0,32.0,35.0,5.0,27.0,21.0,838.0,50.0,31.0,34.0,2.0,14.0,0.0,108.0,28.0,40.0,41.2
Oliver Scarles,ENG,West Ham,DF,19.0,14.0,6.0,594.0,0.0,0.0,1.0,0.0,0.1,0.0,N/a,N/a,N/a,N/a,11.0,21.0,39.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,20.2,260.0,78.1,3880.0,88.7,83.5,29.4,1.0,9.0,5.0,1.0,21.0,5.0,0.76,0.0,0.0,17.0,11.0,21.0,8.0,14.0,2.0,12.0,10.0,420.0,27.0,140.0,166.0,118.0,7.0,6.0,16.7,83.3,190.0,445.0,11.0,9.0,1.0,10.0,3.0,243.0,39.0,4.0,3.0,1.0,13.0,0.0,33.0,5.0,5.0,50.0
Kevin Schade,GER,Brentford,FW,23.0,35.0,23.0,2069.0,10.0,2.0,3.0,0.0,7.7,3.4,N/a,N/a,N/a,N/a,56.0,32.0,146.0,0.43,0.09,0.33,0.15,46.0,1.0,0.2,11.6,290.0,58.2,4497.0,68.4,60.1,42.9,20.0,29.0,9.0,3.0,32.0,50.0,2.18,9.0,0.39,35.0,23.0,20.0,8.0,17.0,2.0,15.0,5.0,804.0,37.0,135.0,221.0,463.0,129.0,81.0,35.8,56.8,399.0,1275.0,56.0,26.0,35.0,54.0,34.0,497.0,146.0,20.0,33.0,13.0,36.0,0.0,78.0,81.0,65.0,55.5
Jeffrey Schlupp,GHA,Crystal Palace,"MF,DF",32.0,12.0,0.0,103.0,0.0,0.0,0.0,0.0,0.2,0.2,N/a,N/a,N/a,N/a,4.0,5.0,9.0,0.0,0.0,0.14,0.14,50.0,1.75,0.0,17.7,39.0,78.0,591.0,84.2,78.3,50.0,3.0,4.0,2.0,0.0,5.0,7.0,6.06,0.0,0.0,2.0,0.0,3.0,3.0,6.0,0.0,6.0,0.0,79.0,2.0,9.0,31.0,41.0,6.0,1.0,100.0,0.0,30.0,67.0,4.0,1.0,1.0,7.0,0.0,41.0,9.0,1.0,0.0,0.0,4.0,0.0,6.0,3.0,4.0,42.9
Fabian Schär,SUI,Newcastle Utd,DF,33.0,31.0,30.0,2664.0,4.0,0.0,7.0,1.0,2.4,0.4,N/a,N/a,N/a,N/a,14.0,102.0,18.0,0.14,0.0,0.08,0.01,32.3,0.34,0.13,21.2,1518.0,83.8,30536.0,92.3,92.7,52.3,5.0,145.0,10.0,0.0,102.0,32.0,1.08,4.0,0.14,34.0,21.0,34.0,20.0,37.0,24.0,13.0,41.0,2111.0,239.0,1089.0,900.0,133.0,33.0,12.0,66.7,16.7,1331.0,3403.0,14.0,23.0,2.0,11.0,6.0,1474.0,18.0,32.0,12.0,4.0,10.0,0.0,125.0,46.0,61.0,43.0
Alex Scott,ENG,Bournemouth,MF,21.0,18.0,7.0,709.0,0.0,0.0,2.0,0.0,0.7,0.8,N/a,N/a,N/a,N/a,15.0,49.0,33.0,0.0,0.0,0.08,0.11,38.5,0.63,0.0,20.0,265.0,83.1,4257.0,88.5,91.9,60.6,11.0,37.0,4.0,0.0,49.0,28.0,3.55,2.0,0.25,26.0,13.0,40.0,22.0,17.0,4.0,13.0,10.0,456.0,22.0,84.0,245.0,133.0,18.0,26.0,23.1,50.0,237.0,640.0,15.0,9.0,3.0,22.0,8.0,274.0,33.0,13.0,26.0,0.0,6.0,0.0,50.0,7.0,7.0,50.0
Matz Sels,BEL,Nott'ham Forest,GK,33.0,35.0,35.0,3150.0,0.0,0.0,4.0,0.0,0.0,0.0,1.2,74.3,37.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,472.0,51.1,17926.0,100.0,98.0,36.9,1.0,42.0,3.0,0.0,1.0,5.0,0.14,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1018.0,777.0,1002.0,16.0,0.0,0.0,0.0,N/a,N/a,489.0,1500.0,0.0,1.0,1.0,0.0,0.0,392.0,0.0,1.0,10.0,0.0,0.0,0.0,11.0,14.0,2.0,87.5
Nélson Semedo,POR,Wolves,DF,31.0,31.0,30.0,2661.0,0.0,4.0,7.0,0.0,0.8,2.7,N/a,N/a,N/a,N/a,61.0,70.0,109.0,0.0,0.14,0.03,0.09,37.5,0.2,0.0,23.4,973.0,80.1,14811.0,91.1,82.8,46.6,21.0,63.0,25.0,11.0,70.0,52.0,1.76,6.0,0.2,58.0,34.0,53.0,23.0,28.0,10.0,18.0,23.0,1551.0,116.0,446.0,707.0,416.0,24.0,64.0,45.3,42.2,790.0,2320.0,61.0,36.0,9.0,40.0,19.0,882.0,109.0,44.0,28.0,4.0,58.0,0.0,121.0,27.0,41.0,39.7
Antoine Semenyo,GHA,Bournemouth,FW,25.0,34.0,33.0,2933.0,9.0,5.0,9.0,0.0,9.3,5.8,N/a,N/a,N/a,N/a,133.0,106.0,259.0,0.28,0.15,0.29,0.18,31.4,1.14,0.08,17.2,737.0,73.2,10554.0,84.7,76.5,38.6,45.0,48.0,44.0,8.0,106.0,123.0,3.77,13.0,0.4,53.0,34.0,42.0,26.0,59.0,8.0,51.0,10.0,1503.0,44.0,187.0,526.0,824.0,176.0,125.0,51.2,41.6,904.0,3409.0,133.0,65.0,65.0,79.0,72.0,1041.0,259.0,66.0,36.0,14.0,52.0,0.0,150.0,61.0,72.0,45.9
Marcos Senesi,ARG,Bournemouth,DF,27.0,15.0,12.0,1014.0,0.0,0.0,5.0,0.0,0.8,0.2,N/a,N/a,N/a,N/a,12.0,51.0,5.0,0.0,0.0,0.07,0.02,0.0,0.0,0.0,6.0,493.0,76.6,10211.0,88.0,85.9,49.7,3.0,73.0,12.0,3.0,51.0,16.0,1.42,1.0,0.09,35.0,21.0,30.0,16.0,15.0,7.0,8.0,11.0,783.0,67.0,349.0,376.0,67.0,12.0,9.0,55.6,44.4,483.0,1465.0,12.0,14.0,0.0,6.0,5.0,493.0,5.0,19.0,7.0,0.0,10.0,0.0,67.0,23.0,27.0,46.0
Ryan Sessegnon,ENG,Fulham,"FW,DF",24.0,13.0,6.0,470.0,4.0,2.0,1.0,0.0,1.6,1.0,N/a,N/a,N/a,N/a,14.0,14.0,51.0,0.77,0.38,0.3,0.18,53.8,1.34,0.31,12.6,124.0,76.5,1764.0,86.3,71.1,60.0,10.0,7.0,3.0,1.0,14.0,17.0,3.25,3.0,0.57,21.0,11.0,15.0,9.0,11.0,0.0,11.0,3.0,260.0,10.0,58.0,83.0,124.0,38.0,17.0,29.4,58.8,129.0,434.0,14.0,11.0,9.0,14.0,6.0,149.0,51.0,16.0,4.0,1.0,13.0,0.0,25.0,8.0,10.0,44.4
Luke Shaw,ENG,Manchester Utd,DF,29.0,5.0,2.0,218.0,0.0,0.0,1.0,0.0,0.0,0.7,N/a,N/a,N/a,N/a,6.0,18.0,7.0,0.0,0.0,0.01,0.29,0.0,0.0,0.0,23.1,178.0,83.6,2931.0,92.9,86.6,56.5,5.0,12.0,3.0,1.0,18.0,9.0,3.72,0.0,0.0,4.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,234.0,15.0,92.0,105.0,37.0,4.0,1.0,0.0,100.0,170.0,402.0,6.0,6.0,0.0,2.0,0.0,183.0,7.0,2.0,0.0,0.0,9.0,1.0,9.0,3.0,2.0,60.0
Bernardo Silva,POR,Manchester City,"MF,FW",30.0,30.0,26.0,2401.0,3.0,4.0,7.0,0.0,3.2,4.4,N/a,N/a,N/a,N/a,94.0,115.0,184.0,0.11,0.15,0.12,0.16,35.7,0.37,0.11,12.9,1370.0,87.1,20876.0,92.2,88.4,66.7,47.0,75.0,33.0,7.0,115.0,83.0,3.11,8.0,0.3,52.0,34.0,52.0,28.0,33.0,7.0,26.0,20.0,1816.0,48.0,318.0,739.0,777.0,131.0,59.0,45.8,42.4,1137.0,3650.0,94.0,60.0,31.0,21.0,32.0,1346.0,184.0,26.0,29.0,3.0,54.0,0.0,93.0,5.0,10.0,33.3
Jota Silva,POR,Nott'ham Forest,"FW,MF",25.0,28.0,5.0,844.0,3.0,1.0,5.0,0.0,2.0,2.9,N/a,N/a,N/a,N/a,20.0,18.0,58.0,0.32,0.11,0.22,0.31,31.8,0.75,0.14,14.5,115.0,60.5,1635.0,77.4,60.3,35.3,14.0,4.0,9.0,3.0,18.0,29.0,3.09,3.0,0.32,25.0,13.0,25.0,20.0,9.0,1.0,8.0,12.0,347.0,19.0,82.0,98.0,178.0,45.0,33.0,30.3,42.4,172.0,610.0,20.0,12.0,8.0,24.0,12.0,198.0,58.0,24.0,23.0,8.0,21.0,0.0,42.0,21.0,27.0,43.8
Jahmai Simpson-Pusey,ENG,Manchester City,DF,19.0,2.0,1.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,1.0,3.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,107.0,93.0,1754.0,95.9,96.6,42.9,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,123.0,9.0,61.0,59.0,3.0,1.0,1.0,0.0,0.0,79.0,190.0,1.0,0.0,0.0,1.0,0.0,101.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,25.0
Luis Sinisterra,COL,Bournemouth,"FW,MF",25.0,12.0,1.0,236.0,1.0,1.0,0.0,0.0,1.2,1.4,N/a,N/a,N/a,N/a,19.0,6.0,38.0,0.38,0.38,0.46,0.54,46.2,2.29,0.08,14.8,73.0,78.5,1067.0,91.7,68.8,100.0,9.0,6.0,2.0,2.0,6.0,14.0,5.29,1.0,0.38,7.0,2.0,4.0,4.0,3.0,0.0,3.0,1.0,155.0,7.0,18.0,41.0,96.0,23.0,20.0,40.0,50.0,95.0,393.0,19.0,6.0,10.0,6.0,3.0,102.0,38.0,4.0,2.0,1.0,7.0,0.0,17.0,3.0,7.0,30.0
Oliver Skipp,ENG,Leicester City,MF,24.0,21.0,8.0,996.0,0.0,0.0,8.0,0.0,0.2,0.3,N/a,N/a,N/a,N/a,16.0,31.0,19.0,0.0,0.0,0.01,0.02,25.0,0.09,0.0,21.0,392.0,85.0,5965.0,88.5,93.3,59.4,9.0,30.0,4.0,0.0,31.0,14.0,1.27,0.0,0.0,20.0,4.0,15.0,6.0,17.0,4.0,13.0,10.0,557.0,24.0,121.0,350.0,90.0,7.0,11.0,54.5,45.5,321.0,629.0,16.0,7.0,3.0,11.0,5.0,390.0,19.0,19.0,13.0,0.0,5.0,0.0,40.0,10.0,6.0,62.5
William Smallbone,IRL,Southampton,MF,25.0,15.0,6.0,646.0,1.0,0.0,1.0,0.0,0.4,0.6,N/a,N/a,N/a,N/a,5.0,25.0,23.0,0.14,0.0,0.06,0.09,16.7,0.14,0.17,19.3,257.0,77.6,4218.0,87.1,85.0,38.8,9.0,11.0,3.0,2.0,25.0,15.0,2.09,0.0,0.0,18.0,11.0,21.0,14.0,8.0,0.0,8.0,2.0,401.0,15.0,76.0,198.0,131.0,14.0,6.0,66.7,33.3,182.0,391.0,5.0,9.0,1.0,11.0,5.0,243.0,23.0,11.0,3.0,0.0,34.0,0.0,23.0,4.0,2.0,66.7
Adam Smith,ENG,Bournemouth,DF,34.0,22.0,17.0,1409.0,0.0,0.0,6.0,0.0,0.7,0.3,N/a,N/a,N/a,N/a,12.0,40.0,31.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,16.9,436.0,75.7,7088.0,88.0,78.1,37.5,7.0,41.0,8.0,5.0,40.0,20.0,1.28,2.0,0.13,21.0,10.0,25.0,13.0,12.0,5.0,7.0,14.0,707.0,39.0,217.0,332.0,162.0,6.0,15.0,40.0,40.0,305.0,585.0,12.0,15.0,0.0,10.0,6.0,333.0,31.0,15.0,11.0,0.0,30.0,0.0,43.0,12.0,13.0,48.0
Dominic Solanke,ENG,Tottenham,FW,27.0,25.0,24.0,2119.0,8.0,3.0,0.0,0.0,10.1,2.9,N/a,N/a,N/a,N/a,29.0,45.0,88.0,0.34,0.13,0.43,0.13,40.7,1.02,0.14,12.1,250.0,71.0,3344.0,76.1,77.1,66.7,14.0,27.0,9.0,0.0,45.0,37.0,1.57,8.0,0.34,18.0,11.0,14.0,10.0,18.0,7.0,11.0,0.0,636.0,31.0,68.0,290.0,284.0,111.0,50.0,32.0,62.0,374.0,803.0,29.0,21.0,14.0,67.0,47.0,448.0,88.0,36.0,36.0,5.0,4.0,1.0,37.0,44.0,59.0,42.7
Carlos Soler,ESP,West Ham,"MF,FW",28.0,29.0,14.0,1358.0,1.0,1.0,5.0,0.0,1.7,1.2,N/a,N/a,N/a,N/a,16.0,52.0,33.0,0.07,0.07,0.11,0.08,29.2,0.46,0.04,19.1,536.0,85.1,8360.0,94.4,85.6,53.7,14.0,41.0,11.0,0.0,52.0,47.0,3.12,2.0,0.13,15.0,11.0,23.0,16.0,19.0,6.0,13.0,8.0,748.0,26.0,173.0,391.0,189.0,23.0,18.0,44.4,50.0,341.0,714.0,16.0,16.0,4.0,12.0,14.0,506.0,33.0,24.0,18.0,0.0,31.0,0.0,64.0,9.0,11.0,45.0
Ramón Sosa,PAR,Nott'ham Forest,"FW,MF",25.0,19.0,1.0,295.0,1.0,0.0,1.0,0.0,1.0,0.5,N/a,N/a,N/a,N/a,12.0,6.0,17.0,0.31,0.0,0.31,0.15,45.5,1.53,0.09,18.6,66.0,68.0,1016.0,70.2,68.6,71.4,8.0,2.0,5.0,3.0,6.0,14.0,4.23,0.0,0.0,5.0,3.0,5.0,4.0,9.0,0.0,9.0,4.0,154.0,6.0,36.0,48.0,77.0,15.0,13.0,61.5,38.5,75.0,333.0,12.0,7.0,5.0,6.0,5.0,81.0,17.0,6.0,8.0,3.0,8.0,0.0,25.0,4.0,7.0,36.4
Boubakary Soumaré,FRA,Leicester City,MF,26.0,28.0,23.0,1960.0,0.0,0.0,8.0,0.0,0.3,0.4,N/a,N/a,N/a,N/a,31.0,95.0,21.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,23.4,985.0,86.7,14936.0,92.0,87.6,69.1,11.0,90.0,13.0,2.0,95.0,34.0,1.56,3.0,0.14,33.0,18.0,30.0,12.0,20.0,8.0,12.0,24.0,1324.0,64.0,352.0,835.0,150.0,17.0,44.0,61.4,29.5,788.0,1881.0,31.0,16.0,3.0,20.0,21.0,929.0,21.0,21.0,21.0,0.0,8.0,0.0,130.0,20.0,9.0,69.0
Tomáš Souček,CZE,West Ham,MF,30.0,32.0,27.0,2330.0,8.0,1.0,8.0,0.0,6.0,1.0,N/a,N/a,N/a,N/a,6.0,70.0,65.0,0.31,0.04,0.23,0.04,26.9,0.54,0.15,12.0,656.0,73.7,10935.0,79.7,76.3,68.9,14.0,59.0,8.0,1.0,70.0,43.0,1.66,3.0,0.12,42.0,19.0,39.0,17.0,35.0,17.0,18.0,18.0,1168.0,110.0,315.0,577.0,280.0,97.0,11.0,54.5,45.5,449.0,470.0,6.0,10.0,3.0,17.0,13.0,696.0,65.0,44.0,24.0,4.0,13.0,0.0,57.0,95.0,68.0,58.3
Djed Spence,ENG,Tottenham,DF,24.0,22.0,17.0,1604.0,1.0,2.0,4.0,1.0,0.6,1.8,N/a,N/a,N/a,N/a,56.0,100.0,70.0,0.06,0.11,0.03,0.1,30.0,0.17,0.1,23.9,923.0,85.5,13205.0,93.7,85.8,51.7,11.0,74.0,18.0,8.0,100.0,28.0,1.57,5.0,0.28,40.0,30.0,27.0,7.0,24.0,9.0,15.0,18.0,1316.0,72.0,448.0,600.0,288.0,25.0,69.0,49.3,40.6,741.0,2372.0,56.0,41.0,7.0,26.0,31.0,812.0,70.0,20.0,23.0,2.0,25.0,1.0,101.0,20.0,13.0,60.6
Jason Steele,ENG,Brighton,GK,34.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,75.0,50.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,101.0,90.2,2321.0,100.0,96.9,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,107.0,114.0,0.0,0.0,0.0,0.0,N/a,N/a,91.0,151.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,50.0
Jack Stephens,ENG,Southampton,DF,31.0,17.0,15.0,1209.0,1.0,0.0,2.0,2.0,0.6,0.2,N/a,N/a,N/a,N/a,13.0,53.0,2.0,0.07,0.0,0.04,0.01,50.0,0.15,0.25,11.0,786.0,92.0,13687.0,92.9,94.5,83.0,3.0,47.0,5.0,0.0,53.0,13.0,0.97,0.0,0.0,32.0,19.0,27.0,12.0,15.0,10.0,5.0,11.0,976.0,109.0,403.0,482.0,95.0,11.0,4.0,0.0,100.0,552.0,1209.0,13.0,12.0,1.0,3.0,3.0,690.0,2.0,12.0,4.0,1.0,1.0,0.0,41.0,6.0,8.0,42.9
Raheem Sterling,ENG,Arsenal,"FW,MF",30.0,16.0,6.0,437.0,0.0,2.0,1.0,0.0,1.3,0.5,N/a,N/a,N/a,N/a,25.0,17.0,73.0,0.0,0.41,0.27,0.1,0.0,0.0,0.0,15.0,141.0,77.0,1785.0,86.9,74.5,66.7,8.0,4.0,9.0,2.0,17.0,18.0,3.71,3.0,0.62,8.0,4.0,8.0,4.0,3.0,0.0,3.0,1.0,247.0,2.0,8.0,52.0,190.0,37.0,25.0,36.0,36.0,178.0,690.0,25.0,9.0,15.0,11.0,14.0,188.0,73.0,12.0,4.0,4.0,14.0,0.0,14.0,1.0,3.0,25.0
Ross Stewart,SCO,Southampton,FW,28.0,9.0,3.0,286.0,0.0,0.0,1.0,0.0,0.3,0.0,N/a,N/a,N/a,N/a,1.0,1.0,6.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,11.6,49.0,73.1,692.0,77.4,81.5,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.63,0.0,0.0,3.0,2.0,6.0,4.0,3.0,0.0,3.0,0.0,96.0,7.0,21.0,36.0,39.0,6.0,2.0,50.0,50.0,49.0,63.0,1.0,0.0,1.0,5.0,7.0,72.0,6.0,7.0,5.0,1.0,0.0,0.0,2.0,8.0,15.0,34.8
Jakub Stolarczyk,POL,Leicester City,GK,24.0,7.0,7.0,630.0,0.0,0.0,1.0,0.0,0.0,0.0,1.71,61.3,14.3,N/a,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,177.0,68.3,4770.0,100.0,98.4,43.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,277.0,208.0,272.0,6.0,0.0,0.0,0.0,N/a,N/a,157.0,430.0,0.0,0.0,0.0,1.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,100.0
John Stones,ENG,Manchester City,"DF,MF",30.0,11.0,6.0,548.0,2.0,0.0,1.0,0.0,0.4,0.1,N/a,N/a,N/a,N/a,10.0,21.0,2.0,0.33,0.0,0.07,0.01,100.0,0.33,1.0,5.1,367.0,91.1,6382.0,94.4,92.5,77.5,2.0,42.0,0.0,0.0,21.0,8.0,1.31,2.0,0.33,6.0,2.0,5.0,0.0,5.0,3.0,2.0,4.0,442.0,40.0,142.0,234.0,68.0,4.0,2.0,100.0,0.0,292.0,1183.0,10.0,14.0,0.0,2.0,0.0,333.0,2.0,2.0,2.0,0.0,0.0,0.0,22.0,8.0,6.0,57.1
Yukinari Sugawara,JPN,Southampton,"DF,MF",24.0,29.0,15.0,1467.0,1.0,1.0,4.0,0.0,0.5,2.2,N/a,N/a,N/a,N/a,32.0,68.0,76.0,0.06,0.06,0.03,0.14,38.5,0.31,0.08,19.2,689.0,79.9,10831.0,88.2,82.9,47.9,17.0,43.0,21.0,9.0,68.0,39.0,2.39,1.0,0.06,29.0,16.0,30.0,12.0,17.0,7.0,10.0,10.0,1023.0,61.0,306.0,395.0,327.0,29.0,20.0,45.0,50.0,553.0,1354.0,32.0,15.0,7.0,18.0,4.0,692.0,76.0,15.0,9.0,4.0,69.0,0.0,40.0,5.0,9.0,35.7
Kamaldeen Sulemana,GHA,Southampton,"FW,MF",23.0,23.0,14.0,1178.0,1.0,1.0,2.0,0.0,1.4,1.0,N/a,N/a,N/a,N/a,57.0,26.0,76.0,0.08,0.08,0.1,0.08,30.8,0.61,0.04,18.8,253.0,79.8,3667.0,89.4,82.4,44.4,10.0,6.0,13.0,7.0,26.0,28.0,2.14,3.0,0.23,16.0,14.0,13.0,5.0,9.0,0.0,9.0,6.0,509.0,13.0,65.0,190.0,272.0,50.0,92.0,35.9,55.4,331.0,1409.0,57.0,34.0,23.0,37.0,22.0,358.0,76.0,19.0,10.0,2.0,25.0,0.0,52.0,9.0,21.0,30.0
Crysencio Summerville,NED,West Ham,"FW,MF",23.0,19.0,7.0,786.0,1.0,1.0,2.0,0.0,1.6,1.7,N/a,N/a,N/a,N/a,29.0,18.0,71.0,0.11,0.11,0.19,0.19,28.6,0.46,0.07,13.4,194.0,76.4,2881.0,84.5,88.7,50.0,17.0,13.0,12.0,5.0,18.0,35.0,4.01,1.0,0.11,13.0,7.0,9.0,6.0,13.0,4.0,9.0,0.0,372.0,9.0,47.0,147.0,181.0,38.0,39.0,33.3,46.2,207.0,762.0,29.0,15.0,13.0,20.0,16.0,259.0,71.0,9.0,23.0,4.0,21.0,0.0,38.0,4.0,9.0,30.8
