name,nation,team,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,GA90,Save%,CS%,PK_Save%,PrgC,PrgP,PrgR,per90_Gls,per90_Ast,per90_xG,per90_xAG,SoT%,SoT/90,G/Sh,Dist,Pass_Cmp,Pass_Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP,SCA,SCA90,GCA,GCA90,Tkl,TklW,Challenges_Att,Challenges_Lost,Blocks,Blocks_SH,Blocks_Pass,Blocks_Int,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Take_Att,Take_Succ%,Take_Tkld%,Carries,Carries_ProDist,Carries_ProgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,REC,REC_PrgR,Fls,Fld,Off,Crs,OG,Recov,Aerial_Won,Aerial_Lost,Aerial_Won%
Rayan Aït-Nouri,ALG,Wolves,DF,23.0,34.0,34.0,2865.0,4.0,7.0,7.0,1.0,2.6,4.7,N/a,N/a,N/a,N/a,79.0,100.0,158.0,0.13,0.22,0.08,0.15,23.5,0.25,0.12,14.9,1309.0,83.9,18002.0,93.4,86.7,40.7,36.0,67.0,27.0,9.0,100.0,78.0,2.45,12.0,0.38,82.0,52.0,67.0,26.0,40.0,6.0,34.0,24.0,1944.0,86.0,535.0,827.0,605.0,84.0,116.0,48.3,39.7,1006.0,2850.0,79.0,54.0,24.0,43.0,44.0,1181.0,158.0,30.0,39.0,5.0,86.0,0.0,133.0,20.0,28.0,41.7
Benoît Badiashile,FRA,Chelsea,DF,24.0,5.0,3.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,3.0,17.0,2.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,273.0,89.8,4820.0,93.3,93.8,65.6,0.0,37.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,1.0,2.0,2.0,0.0,6.0,336.0,31.0,138.0,186.0,13.0,0.0,1.0,0.0,100.0,177.0,340.0,3.0,5.0,0.0,1.0,0.0,247.0,2.0,6.0,2.0,0.0,0.0,0.0,18.0,8.0,2.0,80.0
Leon Bailey,JAM,Aston Villa,"FW,MF",27.0,23.0,14.0,1138.0,1.0,2.0,3.0,0.0,1.7,1.5,N/a,N/a,N/a,N/a,57.0,35.0,121.0,0.08,0.16,0.14,0.12,21.4,0.47,0.04,17.3,273.0,70.7,4275.0,81.4,81.1,47.4,16.0,16.0,20.0,2.0,35.0,38.0,3.01,4.0,0.32,6.0,4.0,10.0,8.0,6.0,0.0,6.0,3.0,539.0,18.0,76.0,155.0,318.0,69.0,57.0,38.6,42.1,344.0,1334.0,57.0,22.0,33.0,35.0,25.0,386.0,121.0,12.0,18.0,3.0,34.0,0.0,59.0,6.0,9.0,40.0
Carlos Baleba,CMR,Brighton,MF,21.0,31.0,28.0,2403.0,3.0,1.0,8.0,1.0,3.0,1.3,N/a,N/a,N/a,N/a,40.0,111.0,27.0,0.11,0.04,0.11,0.05,26.8,0.41,0.07,25.3,1048.0,87.2,17638.0,92.6,91.7,62.3,20.0,103.0,22.0,2.0,111.0,60.0,2.25,4.0,0.15,71.0,41.0,72.0,28.0,44.0,10.0,34.0,40.0,1556.0,88.0,375.0,917.0,303.0,12.0,52.0,59.6,34.6,886.0,2588.0,40.0,40.0,3.0,37.0,37.0,944.0,27.0,38.0,44.0,0.0,8.0,0.0,176.0,38.0,24.0,61.3
Ross Barkley,ENG,Aston Villa,MF,31.0,18.0,3.0,571.0,3.0,1.0,3.0,0.0,1.7,0.6,N/a,N/a,N/a,N/a,15.0,33.0,10.0,0.47,0.16,0.27,0.1,33.3,0.79,0.2,14.0,326.0,86.0,5081.0,88.5,91.4,68.4,9.0,29.0,6.0,0.0,33.0,18.0,2.84,3.0,0.47,14.0,3.0,14.0,5.0,9.0,3.0,6.0,10.0,446.0,16.0,70.0,265.0,117.0,18.0,11.0,72.7,27.3,263.0,657.0,15.0,14.0,2.0,7.0,8.0,314.0,10.0,8.0,3.0,0.0,1.0,0.0,41.0,6.0,4.0,60.0
Harvey Barnes,ENG,Newcastle Utd,FW,27.0,30.0,14.0,1503.0,9.0,4.0,0.0,0.0,6.6,3.9,N/a,N/a,N/a,N/a,80.0,72.0,172.0,0.54,0.24,0.39,0.23,32.7,1.08,0.16,15.0,420.0,78.8,5863.0,87.3,73.5,63.2,23.0,22.0,36.0,8.0,72.0,57.0,3.4,9.0,0.54,16.0,9.0,10.0,7.0,7.0,1.0,6.0,6.0,709.0,15.0,84.0,232.0,398.0,109.0,58.0,37.9,50.0,498.0,2160.0,80.0,41.0,44.0,26.0,20.0,567.0,172.0,11.0,20.0,5.0,41.0,0.0,49.0,5.0,14.0,26.3
Calvin Bassey,NGA,Fulham,DF,25.0,33.0,32.0,2894.0,1.0,0.0,7.0,0.0,1.0,0.1,N/a,N/a,N/a,N/a,36.0,107.0,15.0,0.03,0.0,0.03,0.0,28.6,0.12,0.07,15.3,1822.0,89.8,32168.0,95.1,94.0,61.5,3.0,143.0,2.0,0.0,107.0,23.0,0.72,3.0,0.09,52.0,33.0,30.0,9.0,37.0,17.0,20.0,18.0,2317.0,308.0,1127.0,1090.0,124.0,19.0,31.0,45.2,32.3,1487.0,4539.0,36.0,18.0,5.0,32.0,8.0,1620.0,15.0,26.0,31.0,2.0,7.0,0.0,156.0,40.0,31.0,56.3
Altay Bayındır,TUR,Manchester Utd,GK,27.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.3,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,61.0,55.5,1625.0,100.0,92.1,30.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,120.0,103.0,118.0,2.0,0.0,0.0,0.0,N/a,N/a,82.0,145.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0
Jan Bednarek,POL,Southampton,DF,29.0,29.0,29.0,2441.0,2.0,0.0,7.0,0.0,0.7,0.5,N/a,N/a,N/a,N/a,5.0,59.0,2.0,0.07,0.0,0.02,0.02,40.0,0.07,0.4,16.0,1547.0,92.7,27450.0,95.4,94.7,76.5,5.0,72.0,1.0,0.0,59.0,16.0,0.59,0.0,0.0,35.0,18.0,30.0,15.0,44.0,33.0,11.0,54.0,2011.0,365.0,1060.0,917.0,41.0,15.0,3.0,100.0,0.0,1035.0,1731.0,5.0,5.0,1.0,9.0,3.0,1294.0,2.0,31.0,12.0,0.0,1.0,0.0,106.0,68.0,36.0,65.4
Jean-Ricner Bellegarde,FRA,Wolves,"MF,FW",26.0,32.0,19.0,1551.0,2.0,6.0,3.0,0.0,1.3,3.6,N/a,N/a,N/a,N/a,49.0,39.0,83.0,0.12,0.35,0.08,0.21,25.0,0.29,0.1,21.7,415.0,78.7,6398.0,89.2,80.9,56.4,26.0,27.0,17.0,8.0,39.0,53.0,3.08,10.0,0.58,37.0,22.0,19.0,6.0,19.0,3.0,16.0,10.0,756.0,24.0,139.0,339.0,295.0,45.0,60.0,23.3,51.7,464.0,1440.0,49.0,35.0,11.0,38.0,25.0,519.0,83.0,29.0,41.0,1.0,40.0,0.0,57.0,9.0,18.0,33.3
Rodrigo Bentancur,URU,Tottenham,MF,27.0,23.0,19.0,1518.0,2.0,0.0,7.0,0.0,1.3,0.4,N/a,N/a,N/a,N/a,26.0,99.0,34.0,0.12,0.0,0.08,0.03,22.7,0.3,0.09,17.4,916.0,88.1,14862.0,91.1,92.7,75.4,10.0,107.0,12.0,2.0,99.0,45.0,2.67,3.0,0.18,38.0,20.0,39.0,20.0,24.0,8.0,16.0,36.0,1252.0,70.0,299.0,747.0,215.0,24.0,18.0,44.4,44.4,739.0,1446.0,26.0,23.0,5.0,18.0,19.0,826.0,34.0,31.0,10.0,1.0,4.0,0.0,111.0,35.0,27.0,56.5
Sepp van den Berg,NED,Brentford,DF,23.0,28.0,26.0,2316.0,0.0,0.0,2.0,0.0,1.7,0.5,N/a,N/a,N/a,N/a,10.0,72.0,27.0,0.0,0.0,0.07,0.02,31.3,0.19,0.0,10.6,958.0,84.7,16548.0,87.7,89.1,62.5,5.0,57.0,3.0,1.0,72.0,21.0,0.82,2.0,0.08,37.0,22.0,27.0,9.0,50.0,36.0,14.0,20.0,1430.0,252.0,728.0,547.0,159.0,42.0,7.0,57.1,42.9,636.0,1663.0,10.0,9.0,1.0,14.0,7.0,806.0,27.0,20.0,5.0,1.0,7.0,0.0,87.0,84.0,66.0,56.0
Sander Berge,NOR,Fulham,MF,27.0,28.0,24.0,2091.0,0.0,0.0,5.0,0.0,0.2,0.6,N/a,N/a,N/a,N/a,27.0,116.0,8.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,7.6,1017.0,91.4,18059.0,91.7,94.6,83.5,17.0,105.0,4.0,0.0,116.0,41.0,1.76,2.0,0.09,48.0,28.0,37.0,12.0,26.0,8.0,18.0,20.0,1291.0,76.0,354.0,737.0,206.0,13.0,20.0,55.0,30.0,754.0,1856.0,27.0,22.0,2.0,12.0,15.0,836.0,8.0,29.0,8.0,0.0,3.0,0.0,118.0,27.0,20.0,57.4
Lucas Bergvall,SWE,Tottenham,MF,19.0,27.0,11.0,1212.0,0.0,1.0,3.0,0.0,0.7,0.6,N/a,N/a,N/a,N/a,33.0,49.0,31.0,0.0,0.07,0.05,0.04,16.7,0.15,0.0,19.9,629.0,87.4,10567.0,91.9,89.8,74.6,11.0,53.0,7.0,3.0,49.0,22.0,1.63,4.0,0.3,39.0,19.0,32.0,15.0,18.0,8.0,10.0,24.0,885.0,36.0,188.0,478.0,232.0,22.0,45.0,46.7,44.4,531.0,1634.0,33.0,21.0,4.0,20.0,19.0,586.0,31.0,20.0,17.0,0.0,21.0,0.0,73.0,9.0,8.0,52.9
Beto,GNB,Everton,FW,27.0,27.0,12.0,1268.0,7.0,0.0,2.0,0.0,6.6,0.8,N/a,N/a,N/a,N/a,12.0,10.0,66.0,0.5,0.0,0.47,0.06,50.0,1.42,0.18,13.2,124.0,57.1,1676.0,67.9,50.0,87.5,8.0,5.0,4.0,1.0,10.0,17.0,1.21,0.0,0.0,14.0,6.0,8.0,3.0,8.0,1.0,7.0,3.0,429.0,22.0,43.0,188.0,204.0,72.0,32.0,53.1,43.8,221.0,390.0,12.0,9.0,9.0,59.0,33.0,309.0,66.0,30.0,18.0,14.0,3.0,0.0,30.0,78.0,92.0,45.9
Jaden Philogene Bidace,ENG,Aston Villa,"FW,MF",23.0,11.0,2.0,332.0,0.0,0.0,4.0,1.0,0.5,0.3,N/a,N/a,N/a,N/a,7.0,4.0,17.0,0.0,0.0,0.13,0.08,0.0,0.0,0.0,16.0,63.0,73.3,850.0,81.6,85.7,66.7,1.0,1.0,3.0,0.0,4.0,5.0,1.36,0.0,0.0,11.0,5.0,6.0,2.0,5.0,0.0,5.0,3.0,145.0,4.0,27.0,54.0,66.0,14.0,15.0,26.7,53.3,75.0,239.0,7.0,5.0,7.0,7.0,3.0,83.0,17.0,12.0,8.0,1.0,4.0,0.0,21.0,0.0,5.0,0.0
Jaden Philogene Bidace,ENG,Ipswich Town,"FW,DF",23.0,10.0,5.0,474.0,2.0,0.0,1.0,0.0,2.0,0.2,N/a,N/a,N/a,N/a,13.0,10.0,36.0,0.38,0.0,0.37,0.05,41.7,0.95,0.17,16.4,95.0,72.5,1536.0,84.4,73.2,50.0,5.0,7.0,4.0,3.0,10.0,9.0,1.71,0.0,0.0,14.0,7.0,15.0,7.0,11.0,1.0,10.0,10.0,220.0,10.0,53.0,68.0,101.0,18.0,18.0,27.8,61.1,127.0,305.0,13.0,3.0,5.0,11.0,10.0,133.0,36.0,8.0,10.0,1.0,13.0,0.0,23.0,5.0,3.0,62.5
Philip Billing,DEN,Bournemouth,MF,28.0,10.0,1.0,184.0,0.0,0.0,1.0,0.0,0.6,1.1,N/a,N/a,N/a,N/a,3.0,15.0,13.0,0.0,0.0,0.28,0.54,20.0,0.49,0.0,17.9,70.0,68.6,1023.0,84.3,70.4,26.7,9.0,9.0,7.0,2.0,15.0,16.0,7.83,0.0,0.0,14.0,5.0,4.0,1.0,3.0,0.0,3.0,5.0,148.0,5.0,20.0,72.0,57.0,12.0,3.0,33.3,0.0,58.0,163.0,3.0,1.0,1.0,7.0,4.0,75.0,13.0,3.0,2.0,0.0,10.0,0.0,14.0,6.0,4.0,60.0
Yves Bissouma,MLI,Tottenham,MF,28.0,25.0,16.0,1300.0,2.0,0.0,7.0,0.0,0.6,0.3,N/a,N/a,N/a,N/a,15.0,72.0,3.0,0.14,0.0,0.04,0.02,36.4,0.28,0.18,23.4,717.0,89.2,10833.0,92.7,92.9,63.2,6.0,59.0,10.0,1.0,72.0,15.0,1.04,0.0,0.0,47.0,29.0,33.0,15.0,9.0,6.0,3.0,16.0,981.0,63.0,282.0,554.0,151.0,5.0,21.0,33.3,66.7,577.0,1526.0,15.0,17.0,0.0,25.0,15.0,669.0,3.0,23.0,18.0,0.0,2.0,0.0,78.0,5.0,7.0,41.7
Lamare Bogarde,NED,Aston Villa,"DF,MF",21.0,8.0,5.0,476.0,0.0,0.0,2.0,0.0,0.0,0.1,N/a,N/a,N/a,N/a,12.0,14.0,9.0,0.0,0.0,0.01,0.02,100.0,0.19,0.0,20.2,240.0,88.2,3682.0,92.8,92.2,33.3,2.0,24.0,1.0,0.0,14.0,10.0,1.89,1.0,0.19,14.0,6.0,16.0,6.0,5.0,3.0,2.0,1.0,325.0,16.0,95.0,191.0,40.0,4.0,4.0,50.0,25.0,173.0,599.0,12.0,6.0,1.0,6.0,8.0,212.0,9.0,8.0,11.0,0.0,0.0,0.0,13.0,6.0,6.0,50.0
Willy Boly,CIV,Nott'ham Forest,DF,34.0,6.0,1.0,150.0,0.0,0.0,1.0,0.0,0.1,0.0,N/a,N/a,N/a,N/a,0.0,2.0,0.0,0.0,0.0,0.04,0.0,100.0,0.6,0.0,10.2,55.0,78.6,1010.0,90.9,93.8,26.7,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0,4.0,2.0,2.0,3.0,97.0,22.0,63.0,32.0,2.0,1.0,0.0,N/a,N/a,35.0,45.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,75.0
Sven Botman,NED,Newcastle Utd,DF,25.0,5.0,3.0,233.0,0.0,0.0,1.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,0.0,3.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,11.7,119.0,88.1,2026.0,85.1,98.1,70.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,168.0,24.0,70.0,93.0,6.0,5.0,3.0,33.3,33.3,85.0,178.0,0.0,1.0,0.0,1.0,1.0,107.0,0.0,4.0,2.0,0.0,0.0,0.0,8.0,11.0,6.0,64.7
Jarrod Bowen,ENG,West Ham,"FW,MF",28.0,31.0,31.0,2721.0,9.0,7.0,1.0,0.0,8.0,6.3,N/a,N/a,N/a,N/a,98.0,86.0,188.0,0.33,0.23,0.26,0.21,41.0,1.06,0.12,17.4,517.0,71.4,8610.0,83.0,76.4,55.6,49.0,37.0,43.0,7.0,86.0,104.0,3.44,13.0,0.43,37.0,24.0,37.0,20.0,21.0,3.0,18.0,16.0,1123.0,25.0,125.0,415.0,607.0,154.0,116.0,34.5,56.9,667.0,2311.0,98.0,43.0,56.0,68.0,70.0,736.0,188.0,19.0,49.0,10.0,101.0,0.0,120.0,12.0,46.0,20.7
Conor Bradley,NIR,Liverpool,DF,21.0,16.0,4.0,567.0,0.0,1.0,3.0,0.0,0.6,0.5,N/a,N/a,N/a,N/a,28.0,26.0,31.0,0.0,0.16,0.09,0.07,33.3,0.48,0.0,14.3,377.0,84.0,5606.0,91.7,88.0,35.5,5.0,20.0,3.0,1.0,26.0,16.0,2.54,2.0,0.32,11.0,8.0,17.0,9.0,4.0,0.0,4.0,3.0,533.0,18.0,147.0,247.0,149.0,36.0,19.0,47.4,47.4,297.0,1091.0,28.0,19.0,8.0,8.0,2.0,335.0,31.0,9.0,10.0,0.0,6.0,0.0,36.0,7.0,7.0,50.0
Jarrad Branthwaite,ENG,Everton,DF,22.0,28.0,26.0,2348.0,0.0,1.0,4.0,0.0,1.1,0.7,N/a,N/a,N/a,N/a,9.0,61.0,2.0,0.0,0.04,0.04,0.03,37.5,0.11,0.0,8.2,909.0,82.2,17777.0,90.3,90.5,55.3,3.0,80.0,2.0,0.0,61.0,13.0,0.5,2.0,0.08,36.0,20.0,27.0,7.0,30.0,22.0,8.0,23.0,1413.0,198.0,735.0,622.0,63.0,23.0,5.0,60.0,20.0,694.0,2253.0,9.0,13.0,2.0,8.0,3.0,826.0,2.0,10.0,17.0,1.0,5.0,0.0,84.0,53.0,38.0,58.2
James Bree,ENG,Southampton,DF,27.0,15.0,11.0,895.0,0.0,1.0,0.0,0.0,0.1,0.9,N/a,N/a,N/a,N/a,10.0,31.0,34.0,0.0,0.1,0.01,0.09,25.0,0.1,0.0,22.7,440.0,83.8,7028.0,90.9,88.4,51.1,10.0,26.0,6.0,5.0,31.0,15.0,1.51,1.0,0.1,15.0,10.0,17.0,10.0,8.0,3.0,5.0,8.0,602.0,42.0,194.0,263.0,150.0,10.0,8.0,50.0,25.0,319.0,713.0,10.0,11.0,0.0,6.0,4.0,389.0,34.0,2.0,4.0,0.0,24.0,0.0,56.0,12.0,5.0,70.6
Ben Brereton,CHI,Southampton,FW,26.0,10.0,4.0,449.0,0.0,0.0,1.0,0.0,0.9,0.1,N/a,N/a,N/a,N/a,12.0,9.0,42.0,0.0,0.0,0.18,0.02,9.1,0.2,0.0,17.3,128.0,77.1,1836.0,87.4,67.9,63.6,3.0,9.0,2.0,1.0,9.0,9.0,1.8,0.0,0.0,3.0,2.0,9.0,8.0,2.0,1.0,1.0,0.0,206.0,4.0,19.0,76.0,112.0,20.0,4.0,25.0,50.0,136.0,394.0,12.0,13.0,4.0,9.0,4.0,171.0,42.0,4.0,8.0,1.0,5.0,0.0,16.0,9.0,7.0,56.3
Nathan Broadhead,WAL,Ipswich Town,"MF,FW",27.0,16.0,6.0,605.0,1.0,0.0,1.0,0.0,1.5,0.6,N/a,N/a,N/a,N/a,17.0,12.0,27.0,0.15,0.0,0.22,0.1,60.0,0.89,0.1,15.4,149.0,76.0,2132.0,87.5,79.7,25.0,6.0,10.0,4.0,0.0,12.0,19.0,2.83,2.0,0.3,7.0,3.0,9.0,6.0,6.0,1.0,5.0,4.0,276.0,7.0,38.0,139.0,109.0,19.0,32.0,50.0,43.8,152.0,502.0,17.0,14.0,4.0,18.0,11.0,191.0,27.0,4.0,13.0,2.0,9.0,0.0,30.0,1.0,9.0,10.0
Armando Broja,ALB,Everton,FW,23.0,10.0,4.0,334.0,0.0,0.0,1.0,0.0,0.1,0.2,N/a,N/a,N/a,N/a,12.0,2.0,26.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,17.3,53.0,72.6,594.0,77.8,83.3,66.7,4.0,3.0,0.0,0.0,2.0,7.0,1.89,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,127.0,4.0,14.0,47.0,72.0,18.0,16.0,50.0,43.8,64.0,281.0,12.0,8.0,3.0,16.0,13.0,94.0,26.0,6.0,4.0,3.0,1.0,0.0,9.0,18.0,21.0,46.2
David Brooks,WAL,Bournemouth,"FW,MF",27.0,26.0,8.0,832.0,2.0,0.0,3.0,0.0,2.2,1.7,N/a,N/a,N/a,N/a,25.0,27.0,75.0,0.22,0.0,0.24,0.18,45.5,1.08,0.09,16.8,245.0,74.2,3790.0,84.8,76.2,51.4,16.0,15.0,15.0,5.0,27.0,35.0,3.79,2.0,0.22,11.0,4.0,14.0,13.0,16.0,2.0,14.0,5.0,451.0,13.0,54.0,164.0,241.0,32.0,31.0,25.8,64.5,278.0,812.0,25.0,22.0,8.0,27.0,11.0,306.0,75.0,8.0,15.0,0.0,44.0,0.0,44.0,7.0,10.0,41.2
Kevin De Bruyne,BEL,Manchester City,"MF,FW",33.0,25.0,17.0,1538.0,4.0,7.0,2.0,0.0,3.8,7.6,N/a,N/a,N/a,N/a,47.0,135.0,137.0,0.23,0.41,0.22,0.44,28.6,0.82,0.08,21.7,799.0,76.0,13542.0,85.5,76.8,57.8,51.0,80.0,51.0,11.0,135.0,104.0,6.08,11.0,0.64,17.0,9.0,23.0,18.0,8.0,0.0,8.0,7.0,1210.0,10.0,73.0,408.0,739.0,71.0,32.0,37.5,50.0,711.0,1860.0,47.0,45.0,18.0,24.0,26.0,907.0,137.0,16.0,16.0,5.0,122.0,0.0,56.0,4.0,15.0,21.1
Emi Buendía,ARG,Aston Villa,"MF,FW",28.0,12.0,0.0,98.0,0.0,0.0,1.0,0.0,0.7,0.0,N/a,N/a,N/a,N/a,3.0,7.0,6.0,0.0,0.0,0.6,0.02,0.0,0.0,0.0,19.1,49.0,81.7,624.0,91.7,85.7,20.0,1.0,4.0,1.0,0.0,7.0,3.0,2.76,0.0,0.0,6.0,6.0,5.0,5.0,5.0,1.0,4.0,0.0,82.0,0.0,17.0,35.0,31.0,3.0,2.0,0.0,100.0,53.0,119.0,3.0,5.0,0.0,4.0,3.0,64.0,6.0,4.0,6.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0
Santiago Bueno,URU,Wolves,DF,26.0,28.0,18.0,1683.0,0.0,0.0,2.0,0.0,0.4,0.0,N/a,N/a,N/a,N/a,1.0,28.0,1.0,0.0,0.0,0.02,0.0,50.0,0.16,0.0,14.0,741.0,88.0,13598.0,92.5,93.9,56.0,0.0,24.0,2.0,0.0,28.0,12.0,0.64,4.0,0.21,40.0,21.0,22.0,5.0,35.0,20.0,15.0,15.0,1023.0,169.0,520.0,485.0,21.0,6.0,4.0,0.0,100.0,555.0,1430.0,1.0,2.0,0.0,2.0,2.0,660.0,1.0,26.0,5.0,0.0,0.0,0.0,43.0,35.0,31.0,53.0
Facundo Buonanotte,ARG,Leicester City,"FW,MF",20.0,29.0,14.0,1474.0,4.0,2.0,7.0,0.0,3.8,3.1,N/a,N/a,N/a,N/a,38.0,52.0,69.0,0.24,0.12,0.23,0.19,29.4,0.61,0.12,17.8,430.0,76.6,6782.0,85.7,81.9,48.6,24.0,40.0,13.0,2.0,52.0,50.0,3.05,4.0,0.24,53.0,32.0,67.0,46.0,32.0,6.0,26.0,11.0,850.0,26.0,127.0,436.0,300.0,36.0,79.0,32.9,62.0,465.0,1321.0,38.0,26.0,8.0,53.0,39.0,515.0,69.0,35.0,33.0,3.0,41.0,0.0,77.0,17.0,35.0,32.7
Cameron Burgess,AUS,Ipswich Town,DF,29.0,17.0,15.0,1451.0,0.0,2.0,0.0,0.0,0.7,0.5,N/a,N/a,N/a,N/a,2.0,41.0,4.0,0.0,0.12,0.04,0.03,11.1,0.06,0.0,9.7,590.0,80.9,10830.0,90.9,87.0,50.8,7.0,45.0,4.0,0.0,41.0,13.0,0.81,3.0,0.19,15.0,10.0,9.0,2.0,18.0,13.0,5.0,14.0,919.0,221.0,562.0,312.0,47.0,23.0,0.0,N/a,N/a,416.0,990.0,2.0,4.0,0.0,3.0,0.0,539.0,4.0,5.0,4.0,1.0,0.0,0.0,40.0,43.0,22.0,66.2
Dan Burn,ENG,Newcastle Utd,DF,33.0,34.0,34.0,3060.0,1.0,0.0,10.0,0.0,1.7,0.9,N/a,N/a,N/a,N/a,9.0,59.0,10.0,0.03,0.0,0.05,0.03,25.0,0.15,0.05,9.9,1630.0,88.9,29674.0,90.3,94.7,61.3,8.0,39.0,7.0,0.0,59.0,21.0,0.62,3.0,0.09,34.0,19.0,32.0,15.0,32.0,23.0,9.0,25.0,2184.0,344.0,1220.0,861.0,109.0,49.0,4.0,75.0,25.0,1246.0,2498.0,9.0,5.0,1.0,23.0,3.0,1470.0,10.0,30.0,11.0,5.0,3.0,2.0,95.0,134.0,65.0,67.3
Wes Burns,WAL,Ipswich Town,"FW,DF",30.0,18.0,12.0,926.0,0.0,1.0,1.0,0.0,0.5,1.6,N/a,N/a,N/a,N/a,38.0,8.0,65.0,0.0,0.1,0.05,0.16,14.3,0.1,0.0,18.3,153.0,60.5,2416.0,80.4,65.4,38.9,10.0,8.0,8.0,7.0,8.0,16.0,1.55,1.0,0.1,13.0,11.0,10.0,6.0,7.0,2.0,5.0,10.0,350.0,21.0,69.0,129.0,160.0,18.0,24.0,37.5,58.3,216.0,696.0,38.0,13.0,10.0,17.0,13.0,220.0,65.0,4.0,11.0,0.0,46.0,0.0,50.0,8.0,21.0,27.6
Moisés Caicedo,ECU,Chelsea,"MF,DF",23.0,35.0,35.0,3081.0,1.0,2.0,10.0,0.0,0.8,3.0,N/a,N/a,N/a,N/a,38.0,197.0,33.0,0.03,0.06,0.02,0.09,16.7,0.09,0.06,25.1,1827.0,89.7,31575.0,92.2,92.4,78.1,29.0,219.0,31.0,2.0,197.0,94.0,2.75,9.0,0.26,103.0,64.0,80.0,30.0,45.0,10.0,35.0,49.0,2394.0,89.0,521.0,1469.0,430.0,15.0,57.0,42.1,35.1,1323.0,3008.0,38.0,29.0,2.0,36.0,24.0,1666.0,33.0,62.0,55.0,0.0,9.0,0.0,203.0,33.0,15.0,68.8
Tom Cairney,SCO,Fulham,MF,34.0,22.0,2.0,494.0,1.0,0.0,3.0,1.0,0.2,1.0,N/a,N/a,N/a,N/a,14.0,47.0,29.0,0.18,0.0,0.04,0.17,40.0,0.36,0.2,23.3,482.0,90.4,7576.0,93.4,93.3,74.4,10.0,46.0,7.0,3.0,47.0,28.0,5.08,3.0,0.54,11.0,5.0,7.0,3.0,5.0,1.0,4.0,4.0,576.0,6.0,83.0,305.0,196.0,12.0,12.0,33.3,33.3,385.0,884.0,14.0,15.0,4.0,5.0,4.0,468.0,29.0,8.0,17.0,0.0,17.0,0.0,44.0,4.0,8.0,33.3
Jens Cajuste,SWE,Ipswich Town,MF,25.0,27.0,23.0,1783.0,1.0,0.0,2.0,0.0,0.5,0.6,N/a,N/a,N/a,N/a,23.0,46.0,16.0,0.05,0.0,0.02,0.03,10.0,0.05,0.1,21.3,576.0,82.4,9518.0,88.9,85.8,50.0,11.0,45.0,5.0,1.0,46.0,30.0,1.51,1.0,0.05,39.0,19.0,47.0,28.0,24.0,9.0,15.0,25.0,911.0,59.0,263.0,477.0,185.0,11.0,46.0,54.3,32.6,421.0,1182.0,23.0,21.0,3.0,21.0,14.0,522.0,16.0,21.0,21.0,0.0,9.0,0.0,99.0,12.0,21.0,36.4
Riccardo Calafiori,ITA,Arsenal,DF,22.0,17.0,11.0,925.0,2.0,1.0,4.0,0.0,0.9,0.3,N/a,N/a,N/a,N/a,21.0,54.0,29.0,0.19,0.1,0.08,0.03,60.0,0.58,0.2,14.1,449.0,85.4,6549.0,91.6,85.7,67.9,6.0,40.0,9.0,1.0,54.0,13.0,1.26,2.0,0.19,26.0,18.0,29.0,11.0,12.0,6.0,6.0,9.0,628.0,30.0,161.0,249.0,222.0,29.0,13.0,69.2,23.1,291.0,839.0,21.0,12.0,3.0,11.0,5.0,377.0,29.0,16.0,6.0,3.0,11.0,0.0,30.0,22.0,13.0,62.9
